Date,STMT,PC,ME
2008-01-22,-0.10362017007446242,NA,-0.11091030210299035
2008-01-30,-0.06756746261951874,NA,-0.07135709449504235
2008-03-11,0.059641771070951574,NA,0.06402908679517848
2008-03-18,0.03582227122612951,NA,0.03968163321936353
2008-04-30,-0.04064231592760329,NA,-0.042552875687280785
2008-06-25,-0.023144727648183063,NA,-0.02364900005843889
2008-08-05,-0.011519327865082208,NA,-0.011198055784569593
2008-09-16,0.07889753377922966,NA,0.08552508435466401
2008-10-08,-0.01789212831667428,NA,-0.018199743813204952
2008-10-29,-0.03653524591139078,NA,-0.037813110537203716
2008-12-16,-0.14855973912582554,NA,-0.15718967337208076
2009-01-28,-4.892612197699123e-5,NA,9.821779236423246e-4
2009-03-18,-0.02237127922025584,NA,-0.02254348711777137
2009-04-29,0.014158464788321865,NA,0.015885207080967655
2009-06-24,0.02862115294456974,NA,0.031166197588014703
2009-08-12,-0.006919278963013315,NA,-0.006192036676103142
2009-09-23,-0.0471432357111264,NA,-0.04866480510771014
2009-11-04,-0.008252727693130926,NA,-0.007609918974852761
2009-12-16,0.004651466739598734,NA,0.005849143370954727
2010-01-27,0.02258570614356111,NA,0.024696523729952385
2010-03-16,-0.017226130388227456,NA,-0.01711591172329551
2010-04-28,-4.4921465033948254e-4,NA,5.068929303068582e-4
2010-05-09,-0.0024978370741494966,NA,-0.0016651936455478625
2010-06-23,0.006788606225929485,NA,0.008162007359017018
2010-08-10,-0.007922650695991953,NA,-0.007270799656575709
2010-09-21,0.0015891237804681116,NA,0.002805397499946469
2010-11-03,0.008341567277590951,NA,0.010009626738525571
2010-12-14,0.0068087909708576325,NA,0.0083137028538224
2011-01-26,7.453153206215773e-5,NA,0.0011649065449473692
2011-03-15,0.008865617210119204,NA,0.010317522968733327
2011-04-27,-0.005188987927575397,0.006104305719323816,-0.004779020424131451
2011-06-22,0.008084148800443803,2.1949298975042808e-4,0.007707773818996913
2011-08-09,-0.01096124375907781,NA,-0.010112413036799953
2011-09-21,0.04990293171823285,NA,0.05382834901376547
2011-11-02,0.009529438566993648,0.00901162274468779,0.01615757965072662
2011-12-13,0.009864187554159663,NA,0.011435364785373308
2012-01-25,-0.003933487244296053,0.0020820066842393748,0.0010724697251375383
2012-03-13,0.012884970206411425,NA,0.014587983090376542
2012-04-25,0.0035430588776208492,6.207808292843136e-4,0.001638543186249969
2012-06-20,0.016746167590555253,0.007880088198400734,0.015324109992682427
2012-08-01,0.015699753164187646,NA,0.01773712952203984
2012-09-13,0.017599277380621378,6.255872061580955e-4,0.009664205364921595
2012-10-24,0.00437567012919659,NA,0.005613576374179611
2012-12-12,0.0044549065953382915,0.00506508390199533,0.005765596509783245
2013-01-30,0.003742346336505604,NA,0.0049664918511301654
2013-03-20,0.008456406204878086,0.0026145688629539694,0.009225984844451753
2013-05-01,0.004677316057046625,NA,0.005972906491869655
2013-06-19,0.008943997782439367,0.011530429611473509,0.0169091961965134
2013-07-31,0.004161062846758446,NA,0.005499269850570883
2013-09-18,-0.0035816445987129387,5.223831231211362e-4,-0.005633567265562889
2013-10-30,0.007447401509490535,NA,0.008895733123539199
2013-12-18,0.005778153200368442,0.005181518762384897,0.007266512537323491
2014-01-29,0.007000341275882341,NA,0.008520370187982686
2014-03-19,0.014795212079273456,0.008126740087177103,0.021304207988067817
2014-04-30,0.00675935311455362,NA,0.008170419479994568
2014-06-18,0.010854234252885772,-0.0032063477169563467,0.006574520017402498
2014-07-30,0.0020969176619515767,NA,0.003323328919941083
2014-09-17,0.014949120793631452,0.006728567420429527,0.020907272995014017
2014-10-29,0.017575391991063866,NA,0.019360537996041823
2014-12-17,-0.02597894534707609,0.03607955826854962,0.004424005499038134
2015-01-28,0.0020790257892496296,NA,0.0033017568624441147
2015-03-18,-0.034783267262554915,-0.012781930883993056,-0.04902942001253448
2015-04-29,0.004754858857366355,NA,0.006033569162498114
2015-06-17,-0.018105788197075073,-0.009721277369953754,-0.030555072796625456
2015-07-29,7.112788230136155e-4,NA,0.0018135185402390222
2015-09-17,-0.03540272710056047,-0.009140691474083145,-0.046947014796589165
2015-10-28,0.027826026530342822,NA,0.030510830295599294
2015-12-16,0.018957812080747614,0.012138485811855223,0.026079055766472195
2016-01-27,-0.010081939031403876,NA,-0.009659574488222186
2016-03-16,-0.04479548697506189,-0.01342625946702391,-0.06066080205778459
2016-04-27,0.01299507619131221,NA,0.01486635700324176
2016-06-15,-0.019736364562768175,0.007421793779308304,-0.017939534212217046
2016-07-27,0.008335312221952228,NA,0.00990046871941755
2016-09-21,-0.014172595685190583,-0.002930671306466374,-0.017325825738634792
2016-11-02,0.00841915674764993,NA,0.009975572154052838
2016-12-14,0.027799755550213138,0.010547846867462029,0.03870555177861996
2017-02-01,-0.007461713661184438,NA,-0.006964703306238022
2017-03-15,-0.01994564639104779,0.002697930194142712,-0.021968419513083353
2017-05-03,0.014116265375306624,NA,0.016049897879696445
2017-06-14,0.018177677068898817,0.006362131601833266,0.024181801640214093
2017-07-26,-0.0018352765126295246,NA,-9.216266236560846e-4
2017-09-20,0.028147278003897432,0.002224782464418081,0.032524945070640604
2017-11-01,0.007575096585297888,NA,0.009068076417978391
2017-12-13,0.00369460501426009,-0.0012273383579907906,3.198371452157748e-4
2018-01-31,0.009394078826405809,NA,0.011068262363170428
2018-03-21,0.0030009257736415703,-0.004432922968755983,-0.003829763098087836
2018-05-02,0.0020385082826697427,NA,0.0032248299352101687
2018-06-13,0.014980436730806589,7.911400947672054e-4,0.01492865875387195
2018-08-01,0.003778154807568844,NA,0.005044803221542024
2018-09-26,0.006139315407607495,0.003434109382429547,0.007652159145687826
2018-11-08,0.008744155292917843,NA,0.010197420284051443
2018-12-19,0.020325355938387715,-0.003987029672325947,0.015217565194858047
2019-01-30,-0.006937170835713306,-0.004170247581624612,-0.01392839633456745
2019-03-20,-0.011497004080354041,0.0057889705093914084,-0.008534807655039884
2019-05-01,-0.016877344251638227,0.05456605154881513,0.030364188005883832
2019-06-19,-0.0348263427978654,-0.04571885562742075,-0.07478019768640927
2019-07-31,0.0336647555242973,0.031827458217802085,0.061521872196949746
2019-09-18,0.026768210813788003,0.03298936423276787,0.05148704161112275
2019-10-04,0.008892691276042043,NA,0.010444634116368147
2019-10-30,0.01628908243790313,-0.013042319402652816,0.004800800985549585
2019-12-11,0.00404056876609518,8.093614638826557e-4,0.0026531448671504015
2020-01-29,0.010080287831585077,-0.00931424263763707,5.135444732855632e-4
2020-03-03,-0.1004056052611923,-0.02762618522300227,-0.11218611871877497
2020-03-15,-0.07883838500003285,0.022572337907801762,-0.06244742609650134
2020-03-19,-0.006418115355282131,NA,-0.0057422901796778045
2020-03-23,-0.012222072968148959,NA,-0.01194055796633786
2020-03-31,0.003149872483021398,NA,0.004405207073832111
2020-04-29,-0.003684682033926563,0.004812127324819613,-0.00222725232332309
2020-06-10,0.00404056876609303,0.003434109382429547,0.005324294496575677
2020-07-29,0.003283327394472574,0.006378436436806731,0.0051653581202071135
2020-08-27,0.005365364451983542,NA,0.006698220135414286
2020-09-16,0.004333545673591795,0.006371180084315561,0.007521807484700867
2020-11-05,0.006565089660604028,-2.1274815394398304e-4,0.008247121128243438
2020-12-16,0.006285826301486417,0.0039646898330599365,0.006698220135414286
2021-01-27,0.009420545803442934,0.002614568862951642,0.010267984586155245
2021-03-17,5.594922603317189e-4,-5.815997984114879e-4,-6.909268198369353e-4
2021-04-28,0.0026049622858531195,0.0014456840740621382,0.003125950389335709
2021-06-16,0.019906704754018494,0.004379177348293671,0.021326352111621944
2021-07-28,0.00675935311455362,0.00483166049896711,0.00876230981558042
2021-09-22,0.0075678955901540106,0.008047282609341828,0.013764395741089726
2021-11-03,0.006303820037161302,0.003617327291725868,0.007960652653184071
2021-12-15,0.023777988668126047,-0.0013622817537810885,0.020660752680278276
2022-01-26,0.001227532033306851,0.07911678760322016,0.0702351049657365
2022-03-16,0.060213650217480166,-0.041383399552761296,0.024788481366214598
2022-05-04,-0.015684810474718574,-0.0710295144545635,-0.08084807922923433
2022-06-15,0.04983467956696582,-0.13685947208852273,-0.07121279895392817
2022-07-27,0.0025869192391683522,-0.05651059676879724,-0.051483597239417235
2022-09-21,0.05459844370361827,-0.019770776826168703,0.040621864378743315
2022-11-02,-0.035211031901300635,0.08980651793408424,0.04617366679279107
2022-12-14,0.05592395346514958,-0.026986705276122975,0.034587049123911966
2023-02-01,0.01396853768897156,-0.05817352907516324,-0.04373921957021254
2023-03-22,-0.01896849914677702,-0.027233410177636082,-0.048354397913972114
2023-05-03,0.013809925481634728,-0.011684844893791284,-6.937757292028902e-4
2023-06-14,0.053306784003700605,-0.0017210407441001303,0.05312468163615033
2023-07-26,0.012144007725875457,-0.02413847556255941,-0.013861089213312248
2023-09-20,0.0459180509520154,0.0021178067470512016,0.05075355568032424
2023-11-01,-0.0023386569039517673,-0.03412838685812702,-0.030544062445274776
2023-12-13,-0.0456069397870581,-0.036747830962736115,-0.0849103191501841
2024-01-31,0.018920119336032513,0.018956411530521234,0.03230449319628383
2024-03-20,-0.007935400368656887,-0.02148903336486135,-0.028841683539761673
2024-05-01,0.004479436492235158,-0.019854142689094606,-0.016381853067263363
2024-06-12,0.01818329609844218,0.016859382926395855,0.03308952563896318
2024-07-31,0.016600376508611334,-0.05082451745582462,-0.030301010606986648
2024-09-18,-0.07152547827546105,0.035528714653946206,-0.045201730655822066
2024-11-07,0.014419126107033794,-5.8023071541159535e-5,0.014839660092618294
2024-12-18,0.05427926461814185,0.016751054585389873,0.07277572380287978
2025-01-29,0.01790053807737354,-0.00114699626864575,0.013181081444253652
2025-03-19,-0.015446920777887679,-0.02091095302388255,-0.038726048441899946
2025-05-07,-0.007323933668267937,0.017247983554458505,0.005211179840111732
2025-06-18,-0.007937275179311518,0.014417852917147053,0.0029281074918111895
2025-07-30,0.0011340185406520096,0.056566042344518674,0.048133949640112056
2025-09-17,-0.023123263282142512,0.024312169140811274,-0.004205995388041638
2025-10-29,0.011179980270029486,0.07245293598224897,0.06934113476565892
2025-12-10,-0.0015813331055627461,-0.006192060399264682,-0.011306583431901772
2026-01-28,0.008135449904425366,0.0017759968559690118,0.007933601159346498
2026-03-18,3.794577142226594e-4,0.03193372521024981,0.029569362247979382
2026-04-29,0.01806558004967115,0.005422534690795148,0.022030567499966815
