date,vwretd,vwretx,ewretd,ewretx,sprtrn,spindx,totval,totcnt
1990-01-02,0.014433,0.014405,0.012481,0.012390,0.017799,359.69,3353768750.00,6810
1990-01-03,0.000022,-0.000002,0.006485,0.006365,-0.002586,358.76,3353400000.00,6809
1990-01-04,-0.006486,-0.006836,-0.000336,-0.000410,-0.008613,355.67,3324115400.00,6803
1990-01-05,-0.007631,-0.007657,0.000680,0.000664,-0.009756,352.20,3298736560.00,6805
1990-01-08,0.003075,0.002939,0.001957,0.001684,0.004514,353.79,3308151810.00,6805
1990-01-09,-0.009269,-0.009309,-0.001415,-0.001463,-0.011787,349.62,3277370970.00,6806
1990-01-10,-0.006844,-0.006861,-0.004610,-0.004629,-0.006607,347.31,3244428850.00,6807
1990-01-11,0.002619,0.002594,0.002212,0.002197,0.003513,348.53,3254327060.00,6805
1990-01-12,-0.022550,-0.022717,-0.015355,-0.015487,-0.024675,339.93,3180432470.00,6805
1990-01-15,-0.008903,-0.008903,-0.004993,-0.004993,-0.008619,337.00,3152877450.00,6805
1990-01-16,0.008722,0.008671,-0.001171,-0.001207,0.011128,340.75,3179938090.00,6804
1990-01-17,-0.006947,-0.006984,0.000124,-0.000048,-0.009831,337.40,3158084860.00,6808
1990-01-18,0.000333,0.000326,-0.002670,-0.002689,0.002341,338.19,3158652290.00,6807
1990-01-19,0.003150,0.003111,0.004832,0.004812,0.002839,339.15,3168112400.00,6805
1990-01-22,-0.022214,-0.022325,-0.011002,-0.011066,-0.025859,330.38,3096729510.00,6797
1990-01-23,-0.000081,-0.000110,-0.002137,-0.002178,0.003723,331.61,3096669430.00,6799
1990-01-24,-0.004773,-0.004922,-0.011452,-0.011503,-0.004071,330.26,3081900680.00,6800
1990-01-25,-0.009855,-0.009983,-0.000783,-0.000944,-0.012657,326.08,3050844480.00,6801
1990-01-26,-0.003405,-0.003536,-0.004488,-0.004577,-0.000859,325.80,3041101980.00,6809
1990-01-29,-0.002976,-0.003163,-0.006289,-0.006384,-0.001842,325.20,3030752800.00,6806
1990-01-30,-0.008592,-0.008807,-0.010780,-0.010862,-0.006827,322.98,3003409560.00,6803
1990-01-31,0.016312,0.016305,0.007105,0.007076,0.018887,329.08,3051636650.00,6803
1990-02-01,0.001097,0.000963,0.003167,0.003119,-0.000881,328.79,3054416600.00,6799
1990-02-02,0.007203,0.007071,0.006756,0.006722,0.006478,330.92,3076033720.00,6799
1990-02-05,0.004264,0.003664,0.003700,0.003522,0.002810,331.85,3087521990.00,6799
1990-02-06,-0.004798,-0.005078,0.000851,0.000798,-0.006599,329.66,3071785920.00,6799
1990-02-07,0.010520,0.010371,0.006206,0.006170,0.012407,333.75,3103473800.00,6792
1990-02-08,-0.000555,-0.000625,0.002204,0.002146,-0.002367,332.96,3099562680.00,6791
1990-02-09,0.002516,0.002061,0.003708,0.003525,0.001982,333.62,3106097750.00,6793
1990-02-12,-0.008742,-0.009124,-0.002827,-0.002989,-0.010611,330.08,3077719330.00,6793
1990-02-13,0.001495,0.001242,-0.002349,-0.002452,0.002848,331.02,3081549770.00,6795
1990-02-14,0.002070,0.002023,-0.000178,-0.000199,0.002991,332.01,3087778580.00,6792
1990-02-15,0.007679,0.007622,0.005332,0.005305,0.008674,334.89,3113950130.00,6790
1990-02-16,-0.004366,-0.004627,0.001816,0.001716,-0.006480,332.72,3100169170.00,6792
1990-02-20,-0.012805,-0.012866,-0.007348,-0.007374,-0.014216,327.99,3060427740.00,6791
1990-02-21,-0.001966,-0.001998,-0.005267,-0.005287,-0.000976,327.67,3054091080.00,6790
1990-02-22,-0.003193,-0.003335,0.003801,0.003668,-0.006012,325.70,3043873560.00,6789
1990-02-23,-0.005441,-0.005685,-0.003394,-0.003548,-0.004759,324.15,3026366300.00,6784
1990-02-26,0.009423,0.009163,-0.001126,-0.001236,0.013944,328.67,3055047060.00,6791
1990-02-27,0.005183,0.004998,0.003138,0.003055,0.004838,330.26,3070461720.00,6791
1990-02-28,0.005599,0.005437,0.004070,0.004038,0.004936,331.89,3087818130.00,6795
1990-03-01,0.002961,0.002844,0.001105,0.001043,0.002561,332.74,3096727000.00,6798
1990-03-02,0.008011,0.007999,0.006342,0.006314,0.008415,335.54,3121463700.00,6794
1990-03-05,-0.003227,-0.003723,0.000274,0.000055,-0.005364,333.74,3109404120.00,6786
1990-03-06,0.010611,0.010492,0.005962,0.005844,0.012555,337.93,3140298250.00,6787
1990-03-07,-0.001645,-0.001680,0.001821,0.001795,-0.002900,336.95,3135204500.00,6790
1990-03-08,0.008561,0.008515,0.006805,0.006775,0.009853,340.27,3161064550.00,6792
1990-03-09,-0.004731,-0.005160,0.000415,0.000180,-0.006877,337.93,3145548050.00,6788
1990-03-12,0.001731,0.001594,-0.000265,-0.000462,0.002190,338.67,3150516150.00,6786
1990-03-13,-0.006391,-0.006465,-0.001490,-0.001584,-0.007884,336.00,3130690610.00,6790
1990-03-14,0.002619,0.002577,0.003435,0.003395,0.002589,336.87,3138949150.00,6790
1990-03-15,0.002671,0.002647,0.002698,0.002676,0.003562,338.07,3147268860.00,6789
1990-03-16,0.008939,0.008913,0.004334,0.004301,0.011359,341.91,3175359280.00,6788
1990-03-19,0.003920,0.003866,-0.000700,-0.000762,0.004738,343.53,3187643820.00,6791
1990-03-20,-0.005080,-0.005159,-0.001436,-0.001471,-0.005705,341.57,3171054240.00,6792
1990-03-21,-0.004066,-0.004093,-0.000420,-0.000428,-0.005358,339.74,3158079170.00,6794
1990-03-22,-0.011574,-0.011584,-0.006050,-0.006064,-0.011921,335.69,3121669290.00,6793
1990-03-23,0.004461,0.004449,0.004761,0.004734,0.004558,337.22,3137134160.00,6795
1990-03-26,0.001730,0.001156,0.001493,0.001029,0.001216,337.63,3139712080.00,6795
1990-03-27,0.007776,0.007722,0.002262,0.002212,0.011462,341.50,3164665780.00,6797
1990-03-28,0.001340,0.001318,-0.001054,-0.001078,0.001464,342.00,3168906230.00,6799
1990-03-29,-0.003040,-0.003046,-0.001298,-0.001312,-0.003538,340.79,3159498390.00,6799
1990-03-30,-0.001393,-0.001476,0.001643,0.001602,-0.002494,339.94,3165283840.00,6800
1990-04-02,-0.004029,-0.004211,-0.006479,-0.006552,-0.003648,338.70,3151750380.00,6798
1990-04-03,0.012721,0.012673,0.005081,0.005050,0.014585,343.64,3191927660.00,6804
1990-04-04,-0.005988,-0.006360,-0.002944,-0.003018,-0.007421,341.09,3170978750.00,6801
1990-04-05,-0.000996,-0.001084,0.000787,0.000771,-0.001055,340.73,3167653960.00,6800
1990-04-06,-0.002248,-0.002388,-0.001119,-0.001264,-0.001908,340.08,3160086800.00,6799
1990-04-09,0.002047,0.001969,-0.001349,-0.001446,0.003793,341.37,3166194330.00,6801
1990-04-10,0.001632,0.001605,0.000932,0.000899,0.002051,342.07,3171243190.00,6796
1990-04-11,-0.000101,-0.000106,0.000690,0.000667,-0.000439,341.92,3171056680.00,6795
1990-04-12,0.006810,0.006731,0.004244,0.004232,0.007078,344.34,3192789760.00,6796
1990-04-16,0.000896,0.000770,-0.001144,-0.001294,0.001162,344.74,3194669990.00,6795
1990-04-17,-0.000704,-0.000722,-0.002101,-0.002120,-0.000174,344.68,3192645800.00,6795
1990-04-18,-0.010032,-0.010062,-0.003940,-0.003946,-0.011489,340.72,3160543000.00,6792
1990-04-19,-0.007279,-0.007301,-0.001527,-0.001551,-0.007719,338.09,3137466610.00,6792
1990-04-20,-0.008564,-0.008598,-0.003607,-0.003631,-0.008785,335.12,3110918660.00,6796
1990-04-23,-0.010963,-0.011080,-0.007735,-0.007806,-0.012145,331.05,3076483700.00,6797
1990-04-24,-0.002231,-0.002365,-0.001039,-0.001294,-0.002084,330.36,3069314350.00,6800
1990-04-25,0.004541,0.004378,0.001708,0.001548,0.005055,332.03,3083392510.00,6805
1990-04-26,0.002074,0.001954,0.002309,0.002275,0.002680,332.92,3090363080.00,6808
1990-04-27,-0.010253,-0.010513,-0.002863,-0.002985,-0.011444,329.11,3058087570.00,6809
1990-04-30,0.004452,0.004190,-0.000267,-0.000414,0.005135,330.80,3070976920.00,6807
1990-05-01,0.004264,0.004032,0.000983,0.000897,0.004383,332.25,3083393380.00,6806
1990-05-02,0.005668,0.005608,0.001682,0.001637,0.006712,334.48,3100750520.00,6806
1990-05-03,0.003564,0.003340,0.001765,0.001730,0.003259,335.57,3111251420.00,6807
1990-05-04,0.007833,0.007419,0.004794,0.004715,0.008404,338.39,3134379590.00,6807
1990-05-07,0.005967,0.005698,0.002387,0.002227,0.006324,340.53,3152241230.00,6808
1990-05-08,0.003826,0.003526,0.001052,0.000998,0.004346,342.01,3163395910.00,6810
1990-05-09,0.001409,0.001149,0.000051,-0.000127,0.002485,342.86,3167145800.00,6812
1990-05-10,0.004172,0.004053,0.003378,0.003328,0.002800,343.82,3180433440.00,6813
1990-05-11,0.019774,0.019585,0.008515,0.008447,0.023792,352.00,3242736140.00,6814
1990-05-14,0.007842,0.007377,0.003029,0.002839,0.007813,354.75,3266089500.00,6811
1990-05-15,-0.000891,-0.000951,-0.001174,-0.001254,-0.001325,354.28,3263640410.00,6817
1990-05-16,-0.000746,-0.000910,0.000652,0.000619,-0.000790,354.00,3260716920.00,6815
1990-05-17,0.002435,0.002394,0.003841,0.003814,0.001328,354.47,3268560300.00,6812
1990-05-18,0.001087,0.001079,0.003510,0.003496,0.000480,354.64,3272549920.00,6814
1990-05-21,0.009446,0.009219,0.004536,0.004410,0.009474,358.00,3301190230.00,6811
1990-05-22,0.001591,0.001552,0.003114,0.003062,0.001201,358.43,3306234550.00,6811
1990-05-23,0.002005,0.001944,0.001556,0.001520,0.002399,359.29,3312789770.00,6816
1990-05-24,-0.000576,-0.000720,0.003635,0.003493,-0.002449,358.41,3310780800.00,6822
1990-05-25,-0.008830,-0.009241,-0.001022,-0.001247,-0.010686,354.58,3280272730.00,6817
1990-05-29,0.013671,0.013471,0.004051,0.004001,0.017119,360.65,3324186310.00,6810
1990-05-30,0.001209,0.001160,0.001823,0.001798,0.000582,360.86,3328063320.00,6812
1990-05-31,0.001151,0.000982,0.002441,0.002418,0.001025,361.23,3330491030.00,6810
1990-06-01,0.005492,0.005420,0.005184,0.005148,0.005343,363.16,3348139030.00,6799
1990-06-04,0.010774,0.010538,0.003835,0.003669,0.011675,367.40,3383444580.00,6799
1990-06-05,-0.001530,-0.001676,0.000013,-0.000053,-0.002069,366.64,3379129420.00,6801
1990-06-06,-0.003031,-0.003067,-0.000050,-0.000088,-0.004582,364.96,3368793670.00,6804
1990-06-07,-0.004297,-0.004339,0.000401,0.000357,-0.004959,363.15,3354191400.00,6806
1990-06-08,-0.010236,-0.010270,-0.002362,-0.002402,-0.012226,358.71,3319906370.00,6809
1990-06-11,0.006587,0.006080,0.001572,0.001218,0.008140,361.63,3340106010.00,6810
1990-06-12,0.010834,0.010768,0.004741,0.004690,0.012776,366.25,3376408900.00,6811
1990-06-13,-0.002080,-0.002123,0.001960,0.001925,-0.003686,364.90,3369372850.00,6815
1990-06-14,-0.004824,-0.004878,-0.001095,-0.001136,-0.005481,362.90,3352925470.00,6817
1990-06-15,-0.000685,-0.000915,0.003136,0.003070,0.000028,362.91,3350057690.00,6817
1990-06-18,-0.014122,-0.014197,-0.009291,-0.009357,-0.016616,356.88,3302501270.00,6813
1990-06-19,0.003006,0.002930,0.000281,0.000246,0.004455,358.47,3312210710.00,6814
1990-06-20,0.001107,0.001092,0.000386,0.000375,0.001757,359.10,3315590520.00,6801
1990-06-21,0.002671,0.002647,0.000938,0.000926,0.003815,360.47,3323383090.00,6799
1990-06-22,-0.010011,-0.010021,-0.000154,-0.000181,-0.013982,355.43,3290568900.00,6804
1990-06-25,-0.007954,-0.008503,-0.005128,-0.005555,-0.008778,352.31,3262583090.00,6802
1990-06-26,-0.000954,-0.001009,-0.000207,-0.000266,-0.000710,352.06,3259505790.00,6799
1990-06-27,0.006606,0.006585,0.002390,0.002373,0.008749,355.14,3277244110.00,6796
1990-06-28,0.006728,0.006652,0.003380,0.003334,0.007011,357.63,3298958730.00,6790
1990-06-29,0.002203,0.002026,0.005223,0.005136,0.001091,358.02,3308344150.00,6797
1990-07-02,0.003127,0.003085,-0.000081,-0.000197,0.004246,359.54,3318334260.00,6796
1990-07-03,0.001884,0.001541,0.001737,0.001656,0.001724,360.16,3323617480.00,6799
1990-07-05,-0.009792,-0.009942,-0.003661,-0.003689,-0.012439,355.68,3290474030.00,6795
1990-07-06,0.006186,0.006166,0.002639,0.002605,0.007704,358.42,3310710180.00,6795
1990-07-09,0.002206,0.002085,-0.000947,-0.001061,0.003069,359.52,3317500460.00,6794
1990-07-10,-0.006086,-0.006140,-0.001898,-0.001979,-0.008428,356.49,3297732530.00,6798
1990-07-11,0.010540,0.010527,0.003990,0.003974,0.013296,361.23,3332466930.00,6800
1990-07-12,0.010528,0.010513,0.003693,0.003683,0.011655,365.44,3367712660.00,6800
1990-07-13,0.004701,0.004648,0.003187,0.003158,0.005117,367.31,3383499170.00,6802
1990-07-16,0.004133,0.003901,0.000650,0.000445,0.004465,368.95,3396721090.00,6798
1990-07-17,-0.004129,-0.004151,-0.002791,-0.002807,-0.003876,367.52,3382884870.00,6799
1990-07-18,-0.008366,-0.008394,-0.003414,-0.003430,-0.008979,364.22,3354458400.00,6796
1990-07-19,0.001465,0.001437,-0.002016,-0.002042,0.003020,365.32,3359666450.00,6801
1990-07-20,-0.007857,-0.007875,0.000337,0.000312,-0.010156,361.61,3333707460.00,6803
1990-07-23,-0.018045,-0.018221,-0.016855,-0.016937,-0.017422,355.31,3272900740.00,6800
1990-07-24,0.000487,0.000463,-0.000559,-0.000612,0.001351,355.79,3274272260.00,6801
1990-07-25,0.003915,0.003791,0.004958,0.004752,0.003654,357.09,3286857940.00,6803
1990-07-26,-0.002186,-0.002282,0.001616,0.001504,-0.003304,355.91,3279466720.00,6805
1990-07-27,-0.006223,-0.006342,-0.002834,-0.002852,-0.006940,353.44,3259006100.00,6807
1990-07-30,0.002878,0.002647,-0.004053,-0.004196,0.005970,355.55,3266983120.00,6807
1990-07-31,0.001627,0.001338,-0.000419,-0.000505,0.001688,356.15,3271642060.00,6798
1990-08-01,-0.001430,-0.001483,-0.003380,-0.003418,-0.001769,355.52,3266581230.00,6795
1990-08-02,-0.011008,-0.011142,-0.008676,-0.008706,-0.011364,351.48,3229937840.00,6797
1990-08-03,-0.017805,-0.017933,-0.018668,-0.018699,-0.018835,344.86,3172264490.00,6796
1990-08-06,-0.031547,-0.032103,-0.025058,-0.025228,-0.030244,334.43,3070426710.00,6796
1990-08-07,0.002031,0.001684,0.001874,0.001827,0.001196,334.83,3075609520.00,6799
1990-08-08,0.010736,0.010698,0.007123,0.007078,0.010513,338.35,3108304070.00,6797
1990-08-09,0.005941,0.005675,0.006207,0.006040,0.004699,339.94,3124395260.00,6792
1990-08-10,-0.010886,-0.011121,-0.004322,-0.004383,-0.013002,335.52,3088082650.00,6792
1990-08-13,0.006974,0.006646,-0.002921,-0.003056,0.009895,338.84,3108614750.00,6792
1990-08-14,0.002559,0.002418,0.002934,0.002870,0.001623,339.39,3116224600.00,6795
1990-08-15,0.002844,0.002730,0.002752,0.002658,0.001974,340.06,3122384860.00,6792
1990-08-16,-0.020331,-0.020488,-0.011029,-0.011078,-0.022555,332.39,3058543510.00,6790
1990-08-17,-0.014445,-0.014452,-0.014395,-0.014407,-0.013719,327.83,3014385950.00,6791
1990-08-20,-0.000830,-0.001029,-0.006045,-0.006180,0.002074,328.51,3011570680.00,6793
1990-08-21,-0.019042,-0.019139,-0.018484,-0.018517,-0.020243,321.86,2954237120.00,6796
1990-08-22,-0.014791,-0.014839,-0.009425,-0.009458,-0.016498,316.55,2910221630.00,6792
1990-08-23,-0.031435,-0.031467,-0.032661,-0.032680,-0.029980,307.06,2816962570.00,6790
1990-08-24,0.013849,0.013819,0.007588,0.007564,0.014492,311.51,2855934440.00,6792
1990-08-27,0.030534,0.030127,0.022570,0.022235,0.031877,321.44,2941522290.00,6789
1990-08-28,0.000968,0.000626,0.002874,0.002777,-0.000311,321.34,2943715090.00,6788
1990-08-29,0.007242,0.007155,0.003257,0.003217,0.008869,324.19,2964878080.00,6790
1990-08-30,-0.013141,-0.013170,-0.001865,-0.001900,-0.016904,318.71,2925912100.00,6788
1990-08-31,0.009347,0.009049,0.004360,0.004173,0.012080,322.56,2951948160.00,6784
1990-09-04,0.000922,0.000635,-0.002752,-0.002880,0.001643,323.09,2949286890.00,6774
1990-09-05,0.003995,0.003976,0.003892,0.003853,0.004024,324.39,2961014290.00,6774
1990-09-06,-0.009701,-0.009755,-0.003662,-0.003699,-0.012115,320.46,2932063420.00,6773
1990-09-07,0.007489,0.007479,0.004157,0.004132,0.009174,323.40,2954040610.00,6775
1990-09-10,-0.003173,-0.003717,0.000340,-0.000034,-0.005473,321.63,2945330150.00,6771
1990-09-11,-0.001574,-0.001750,-0.001895,-0.002008,-0.001834,321.04,2938769930.00,6772
1990-09-12,0.003115,0.003099,0.000876,0.000853,0.004672,322.54,2947889640.00,6772
1990-09-13,-0.010234,-0.010249,-0.004936,-0.004962,-0.012061,318.65,2917463280.00,6764
1990-09-14,-0.005623,-0.005680,-0.003353,-0.003411,-0.005712,316.83,2900906940.00,6765
1990-09-17,0.002192,0.002124,-0.001783,-0.002000,0.002967,317.77,2906964680.00,6762
1990-09-18,0.001077,0.000992,-0.004385,-0.004419,0.002612,318.60,2909666740.00,6765
1990-09-19,-0.004999,-0.005014,-0.001525,-0.001548,-0.006277,316.60,2895287100.00,6766
1990-09-20,-0.015243,-0.015415,-0.010107,-0.010133,-0.016172,311.48,2850636120.00,6766
1990-09-21,-0.001751,-0.001777,-0.003867,-0.003891,-0.000514,311.32,2845646640.00,6767
1990-09-24,-0.020551,-0.021026,-0.020215,-0.020742,-0.021618,304.59,2785624440.00,6765
1990-09-25,0.009762,0.009656,0.000140,0.000055,0.012049,308.26,2812356080.00,6757
1990-09-26,-0.010294,-0.010319,-0.009086,-0.009104,-0.010381,305.06,2783423680.00,6759
1990-09-27,-0.014320,-0.014459,-0.014499,-0.014522,-0.013407,300.97,2743420950.00,6764
1990-09-28,0.014276,0.014262,0.002455,0.002436,0.016879,306.05,2783225260.00,6760
1990-10-01,0.026022,0.025713,0.010866,0.010704,0.029048,314.94,2854655160.00,6759
1990-10-02,0.002635,0.002617,0.005902,0.005871,0.000857,315.21,2862083820.00,6759
1990-10-03,-0.010339,-0.010843,-0.004204,-0.004278,-0.012087,311.40,2831020900.00,6757
1990-10-04,0.001654,0.001623,-0.001322,-0.001355,0.004143,312.69,2835683460.00,6756
1990-10-05,-0.004250,-0.004320,-0.004304,-0.004397,-0.003806,311.50,2823341080.00,6758
1990-10-08,0.005437,0.005437,0.000435,0.000435,0.006356,313.48,2838226960.00,6757
1990-10-09,-0.024176,-0.024316,-0.014834,-0.014980,-0.026732,305.10,2768563330.00,6754
1990-10-10,-0.015102,-0.015113,-0.010390,-0.010407,-0.015438,300.39,2725965030.00,6750
1990-10-11,-0.017224,-0.017241,-0.016180,-0.016214,-0.016412,295.46,2679970070.00,6753
1990-10-12,0.012246,0.012224,0.004484,0.004443,0.015467,300.03,2712745890.00,6754
1990-10-15,0.008453,0.008228,-0.001047,-0.001140,0.010666,303.23,2735018670.00,6751
1990-10-16,-0.013140,-0.013189,-0.005997,-0.006062,-0.014214,298.92,2698476780.00,6747
1990-10-17,0.000052,0.000018,-0.002659,-0.002670,-0.000535,298.76,2699024730.00,6747
1990-10-18,0.021594,0.021577,0.010228,0.010210,0.023363,305.74,2757266650.00,6747
1990-10-19,0.017335,0.017287,0.009737,0.009704,0.022045,312.48,2804918520.00,6742
1990-10-22,0.007851,0.007718,0.000164,0.000107,0.007296,314.76,2826514730.00,6745
1990-10-23,-0.004400,-0.004428,0.003095,0.003059,-0.007625,312.36,2814006710.00,6744
1990-10-24,0.000212,0.000175,0.001772,0.001720,0.000768,312.60,2814510000.00,6748
1990-10-25,-0.005624,-0.005752,0.000896,0.000687,-0.007774,310.17,2798321700.00,6745
1990-10-26,-0.015955,-0.016184,-0.008692,-0.008822,-0.017603,304.71,2753027640.00,6745
1990-10-29,-0.008941,-0.009161,-0.006971,-0.007108,-0.009288,301.88,2727655720.00,6744
1990-10-30,0.004255,0.004014,-0.002863,-0.002941,0.007221,304.06,2737623490.00,6742
1990-10-31,0.000644,0.000617,-0.001177,-0.001208,-0.000197,304.00,2739330830.00,6740
1990-11-01,0.008037,0.007885,0.001776,0.001734,0.009934,307.02,2760943980.00,6740
1990-11-02,0.014963,0.014853,0.008813,0.008765,0.015732,311.85,2801427760.00,6737
1990-11-05,0.009563,0.008517,0.003657,0.003398,0.008786,314.59,2825405540.00,6736
1990-11-06,-0.006524,-0.006716,0.000589,0.000536,-0.009441,311.62,2806644380.00,6737
1990-11-07,-0.015161,-0.015247,-0.005777,-0.005833,-0.018003,306.01,2763862180.00,6739
1990-11-08,0.004051,0.003532,-0.000140,-0.000383,0.005229,307.61,2773633430.00,6736
1990-11-09,0.017564,0.017092,0.007464,0.007295,0.019928,313.74,2821085010.00,6736
1990-11-12,0.018473,0.018473,0.011641,0.011641,0.018295,319.48,2873157680.00,6735
1990-11-13,-0.002922,-0.003056,0.001501,0.001444,-0.005665,317.67,2864395960.00,6736
1990-11-14,0.007987,0.007823,0.007265,0.007180,0.008594,320.40,2886884000.00,6734
1990-11-15,-0.008505,-0.008556,0.001391,0.001335,-0.010549,317.02,2860875660.00,6727
1990-11-16,-0.000187,-0.000460,0.000551,0.000447,0.000315,317.12,2859532330.00,6727
1990-11-19,0.005659,0.005609,0.001382,0.001341,0.007001,319.34,2875503840.00,6727
1990-11-20,-0.010211,-0.010237,-0.004564,-0.004586,-0.012620,315.31,2846269540.00,6722
1990-11-21,0.001002,0.000939,0.001081,0.001047,0.002283,316.03,2848868230.00,6717
1990-11-23,-0.001948,-0.001982,0.004589,0.004560,-0.002943,315.10,2843245390.00,6718
1990-11-26,0.003071,0.002684,-0.003579,-0.003951,0.004475,316.51,2850741080.00,6713
1990-11-27,0.006739,0.006398,0.005611,0.005491,0.005024,318.10,2869009190.00,6716
1990-11-28,0.000746,0.000704,0.004612,0.004463,-0.000472,317.95,2871085410.00,6717
1990-11-29,-0.003503,-0.003561,0.001257,0.001215,-0.004812,316.42,2860853830.00,6717
1990-11-30,0.015778,0.015766,0.010637,0.010614,0.018330,322.22,2905485660.00,6716
1990-12-03,0.006589,0.005984,0.000124,-0.000139,0.005835,324.10,2922340700.00,6712
1990-12-04,0.007184,0.006910,0.002440,0.002267,0.006942,326.35,2942469510.00,6715
1990-12-05,0.011524,0.011500,0.011794,0.011767,0.010939,329.92,2975228740.00,6711
1990-12-06,-0.001445,-0.001507,0.004238,0.004191,-0.002576,329.07,2970862810.00,6714
1990-12-07,-0.003235,-0.003279,0.001679,0.001646,-0.004011,327.75,2961126750.00,6716
1990-12-10,0.002372,0.002020,-0.001361,-0.001739,0.003478,328.89,2966997220.00,6713
1990-12-11,-0.005682,-0.006021,-0.004517,-0.004701,-0.007449,326.44,2949125440.00,6711
1990-12-12,0.009204,0.009190,0.003213,0.003183,0.011488,330.19,2976176920.00,6711
1990-12-13,-0.000649,-0.000701,0.001334,0.001299,-0.002574,329.34,2974151970.00,6712
1990-12-14,-0.007353,-0.007410,-0.002277,-0.002364,-0.007652,326.82,2952214100.00,6714
1990-12-17,-0.003769,-0.003844,-0.008366,-0.008494,-0.002448,326.02,2940869070.00,6713
1990-12-18,0.011516,0.011453,0.000813,0.000783,0.012361,330.05,2974532400.00,6711
1990-12-19,0.001051,0.000994,0.003747,0.003692,0.000454,330.20,2978006800.00,6710
1990-12-20,0.000604,0.000574,0.001408,0.001345,-0.000242,330.12,2980382620.00,6711
1990-12-21,0.003009,0.002947,0.000046,-0.000232,0.004938,331.75,2989091100.00,6709
1990-12-24,-0.003690,-0.004389,0.001370,0.000707,-0.005576,329.90,2975823740.00,6710
1990-12-26,0.002638,0.002552,-0.001432,-0.001527,0.002880,330.85,2983370670.00,6707
1990-12-27,-0.005724,-0.005746,-0.002016,-0.002040,-0.007738,328.29,2966130500.00,6707
1990-12-28,0.000360,0.000107,-0.000151,-0.000258,0.001310,328.72,2966606470.00,6704
1990-12-31,0.004980,0.004968,0.010273,0.010243,0.004563,330.22,2979693820.00,6705
1991-01-02,-0.008813,-0.008846,0.010975,0.010950,-0.011417,326.45,2953001420.00,6702
1991-01-03,-0.011820,-0.011836,-0.002441,-0.002460,-0.013907,321.91,2918036090.00,6701
1991-01-04,-0.002309,-0.002721,0.002093,0.001981,-0.002827,321.00,2904886720.00,6700
1991-01-07,-0.016346,-0.016542,-0.009454,-0.009539,-0.017321,315.44,2856875030.00,6700
1991-01-08,-0.002727,-0.002744,-0.003873,-0.003909,-0.001712,314.90,2849029720.00,6700
1991-01-09,-0.009093,-0.009212,-0.001875,-0.002003,-0.010829,311.49,2822622330.00,6695
1991-01-10,0.009429,0.009409,0.004086,0.004062,0.009760,314.53,2849173250.00,6693
1991-01-11,0.000868,0.000842,0.001710,0.001687,0.002226,315.23,2851577900.00,6692
1991-01-14,-0.009508,-0.009770,-0.013101,-0.013206,-0.008692,312.49,2823691320.00,6691
1991-01-15,0.003183,0.003155,-0.000554,-0.000574,0.003968,313.73,2832484090.00,6690
1991-01-16,0.009464,0.009431,0.006528,0.006522,0.007777,316.17,2859214510.00,6691
1991-01-17,0.033074,0.033072,0.023274,0.023260,0.037322,327.97,2953676640.00,6689
1991-01-18,0.009020,0.008891,0.000814,0.000752,0.012989,332.23,2979935110.00,6687
1991-01-21,-0.000752,-0.000752,0.000705,0.000705,-0.003522,331.06,2977697670.00,6689
1991-01-22,-0.005899,-0.005941,0.004444,0.004396,-0.008307,328.31,2961417560.00,6689
1991-01-23,0.005906,0.005878,0.008564,0.008551,0.005787,330.21,2978782100.00,6688
1991-01-24,0.014341,0.014215,0.013086,0.013057,0.013840,334.78,3021125420.00,6688
1991-01-25,0.004249,0.004152,0.011475,0.011308,0.003853,336.07,3033755110.00,6683
1991-01-28,0.001523,0.001314,0.006932,0.006792,-0.000119,336.03,3037684160.00,6675
1991-01-29,0.001066,0.000849,0.007142,0.007076,-0.000565,335.84,3040275230.00,6672
1991-01-30,0.014963,0.014881,0.015983,0.015947,0.015097,340.91,3085562240.00,6674
1991-01-31,0.009568,0.009546,0.013224,0.013211,0.008859,343.93,3115197450.00,6675
1991-02-01,0.000271,0.000210,0.011324,0.011282,-0.002559,343.05,3115851020.00,6672
1991-02-04,0.015715,0.015103,0.019088,0.018903,0.015421,348.34,3162446230.00,6669
1991-02-05,0.010277,0.009838,0.013565,0.013444,0.008383,351.26,3193658780.00,6669
1991-02-06,0.017859,0.017828,0.014885,0.014864,0.019387,358.07,3250734190.00,6670
1991-02-07,-0.003433,-0.003660,0.003348,0.003311,-0.004329,356.52,3238678420.00,6667
1991-02-08,0.006692,0.006558,0.008712,0.008646,0.007938,359.35,3260072150.00,6670
1991-02-11,0.023406,0.022904,0.015080,0.014778,0.025685,368.58,3334689420.00,6671
1991-02-12,-0.005439,-0.005568,0.003575,0.003531,-0.008356,365.50,3316053690.00,6669
1991-02-13,0.008805,0.008627,0.008795,0.008738,0.009631,369.02,3344653310.00,6667
1991-02-14,-0.011131,-0.011162,0.001423,0.001380,-0.013007,364.22,3307318450.00,6665
1991-02-15,0.011687,0.011421,0.010002,0.009861,0.013289,369.06,3345055650.00,6663
1991-02-19,0.001523,0.001428,0.002096,0.002035,0.000894,369.39,3349777300.00,6664
1991-02-20,-0.010218,-0.010246,-0.003443,-0.003462,-0.011506,365.14,3315156180.00,6659
1991-02-21,-0.000246,-0.000278,0.006361,0.006350,-0.000466,364.97,3315046360.00,6666
