date,sentiment_enhanced,target_shock,path_shock
2006-01-31,0.003378378378378378,0.3987485911527393,0.7046261016213693
2006-03-28,0.0028776978417266183,0.26005393419158845,1.2408831138111704
2006-05-10,0.004103967168262654,0.22892216759513706,1.351522891856268
2006-06-29,0.0032165832737669764,-0.3653419077791956,-0.5109498630665854
2006-08-08,0.0037537537537537537,-0.7847773713587116,-0.015180901610976903
2006-09-20,0.0030303030303030303,-0.24931784616791844,0.8005542769371179
2006-10-25,0.0022675736961451248,0.09738052070768824,-0.14918266409085695
2006-12-12,0.0030007501875468864,0.24998005526174252,-0.9153911285242337
2007-01-31,0.0027195027195027195,-0.059976111901211666,-0.05562776515656611
2007-03-21,0.0023492560689115116,0.5023512891228746,-2.41993536336332
2007-05-09,0.001567398119122257,-0.030656056533890835,1.1397281470759197
2007-08-17,0.0015255530129672005,-0.10526993569466035,-0.5185413029967112
2007-09-18,0.00036523009495982497,-4.95513748952875,-0.6235470806387485
2007-10-31,0.0007072135785007073,-0.08822064566002835,2.067152540636245
2007-12-11,-0.0007183908045977016,1.9429229430737607,-0.28587829977069856
2008-01-30,-0.0018368846436443787,-2.887785022340617,-0.2459687992692545
2008-03-18,-0.0007142857142857142,2.6906581181984515,-1.1524781855046666
2008-04-30,-0.0007062146892655372,-1.6325649621663696,-0.5442929338381952
2008-06-25,0.0033015407190022006,-0.39527632340447766,-0.6106012814813195
2008-08-05,0.0033161385408990423,-0.09304381633126384,-0.5427222074802575
2008-09-16,-0.0007496251874062974,3.147804330210424,-0.2242106476394756
2008-10-29,-0.002863278453829635,-1.0336839288075426,-1.1096586693131265
2008-12-16,0.0007849293563579273,-4.210779153715667,-2.4914522410752173
2009-01-28,-0.0012610340479192938,0.2855636066856883,-0.23399271906865857
2009-03-18,-0.0003270111183780247,0.07153572112868846,-1.1325231610928128
2009-04-29,-0.0019569471624266144,-0.017890877096900553,0.5435859450955158
2009-06-24,-0.0006720430107526884,-0.01369912632752192,1.2392131799319523
2009-08-12,0.0006540222367560494,0.09000520378568985,-0.34587634031471837
2009-09-23,0.0013063357282821686,0.08627089016588217,-2.3158299756943665
2009-11-04,0.001593371574251116,0.03258809062557829,-0.3678137134310719
2009-12-16,0.00029904306220095676,-0.296587749565936,0.47710879356317126
2010-01-27,-0.0006049606775559591,-0.11054828460148708,0.9260067108644633
2010-03-16,0.0,-0.05057091224716089,-0.8020957610047237
2010-04-28,0.0013183915622940008,-0.00747579163640711,-0.06839581511811264
2010-06-23,-0.0006816632583503748,0.0840857186757961,0.21193561488637175
2010-08-10,-0.0019169329073482426,0.16331685264550053,-0.6416790204487024
2010-09-21,-0.0016276041666666665,0.2075748702111649,-0.2464553577909618
2010-11-03,0.0006246096189881324,0.3871016632344076,-0.20967743721458215
2010-12-14,0.002190237797246558,0.18770919038310824,-0.05719193127784772
2011-01-26,0.0016191709844559582,0.12942518378480827,-0.1295745838067981
2011-03-15,0.0009548058561425839,0.05889285338756454,0.12729973763476893
2011-04-27,0.0022264631043256997,-0.09593038048528345,-0.17853272531454606
2011-06-22,0.0009572431397574985,0.0460772688334768,0.23567573575479134
2011-08-09,-0.00030637254901960806,0.22112579286954237,-0.7381164694509629
2011-09-21,-0.0005851375073142187,0.3310100209033926,1.1977873808962813
2011-11-02,0.0012500000000000002,-0.0015702727973757426,0.41735488047251884
2011-12-13,0.0022639068564036225,0.1384123636739121,0.2417579704022916
2012-01-25,-0.0009771986970684042,0.1538779923663267,-0.44988072575323196
2012-03-13,0.0006468305304010349,0.10659255419908353,0.3620040289562837
2012-04-25,0.0012861736334405147,-0.09811109273128386,0.17075446329958624
2012-06-20,0.0,0.23135244463390506,0.39978455902292764
2012-08-01,0.0006365372374283898,0.5006355354622913,0.12695301375712983
2012-09-13,0.003586371787208607,0.3857440913287277,0.20457270068300804
2012-10-24,0.003618817852834741,-0.008829543032491758,0.07268609019239827
2012-12-12,0.0013943112102621303,0.17298230697303105,-0.08076656094968161
2013-01-30,-0.00028555111364934275,0.07706750168445901,-0.021536383469555817
2013-03-20,-0.00028604118993135006,0.15722654528949848,0.11874497196185493
2013-05-01,0.0002816901408450711,0.09038413588282361,0.07447177131312249
2013-06-19,-0.00027716186252771564,0.14290121029599684,0.09303139502289395
2013-07-31,-0.00027670171555063683,0.1225324723379187,-0.11319237947331116
2013-09-18,0.0015756302521008408,0.0819551783792399,-0.27184350586473777
2013-10-30,0.0013276686139139671,0.07137991096167119,0.08634183174736457
2013-12-18,0.0002521432173474532,0.10938836080394833,0.06260171087897137
2014-01-29,0.0,0.09038413588282361,0.07447177131312249
2014-03-19,0.0010040160642570276,-0.0048565424028375395,0.6017616360020809
2014-04-30,0.0015568240788790865,0.07756855132877809,0.18284776943311853
2014-06-18,0.001828631138975966,0.03890304752662206,0.34142407476647507
2014-07-30,0.002544529262086514,0.12199793091939773,-0.08503828925287037
2014-09-17,0.00298804780876494,0.053630422237220726,0.5502755083710918
2014-10-29,0.0038188761593016913,0.05556153045449513,0.7728121127325153
2014-12-17,-0.00135795763172189,0.23726270984234143,-1.6038094910949352
2015-01-28,0.0014880952380952384,0.1225324723379768,-0.11319237947357234
2015-03-18,0.0011799410029498525,0.05577236036097766,-1.6268865218603634
2015-04-29,-0.0011961722488038275,0.08984959446427225,0.1026258615337335
2015-06-17,0.0009052504526252262,-0.042805264235726406,-0.8969241118088501
2015-07-29,0.001514233797698365,-0.015524546861163958,-0.07430785165355418
2015-09-17,0.0014705882352941172,-1.4843952472459105,-0.3787068770177032
2015-10-28,0.0011827321111768188,0.06169226117440873,1.089946588087466
2015-12-16,0.003222026947861746,0.4905468303032785,0.4134075238997948
2016-01-27,0.0023781212841854932,-0.07981860663765922,-0.6399438104261714
2016-03-16,0.0026580035440047253,-0.594420449651158,-1.4940631446675787
2016-04-27,0.002942907592701589,-0.10512386190002745,0.4503543539275026
2016-06-15,0.0012012012012012014,-0.1777832277069232,-0.737434673246432
2016-07-27,0.002664298401420959,-0.00683916226062403,0.26787169625568424
2016-09-21,0.002893518518518519,-0.9057417750172263,0.021703630946225707
2016-11-02,0.0031958163858221964,0.168657838425545,0.14545771138347877
2016-12-14,0.0012055455093429779,-0.16018254071250113,1.25784344785178
2017-02-01,0.0018484288354898336,-0.11642141468532052,-0.3137314253696552
2017-03-15,0.0030395136778115497,0.21010096311952403,-0.9910124476103674
2017-05-03,0.001523461304082876,0.29916953606996416,0.25726832793515264
2017-06-14,0.0020908004778972525,0.5418746518836697,0.16718965811542802
2017-07-26,0.002147239263803681,-0.05966433906999884,-0.15437353106003893
2017-09-20,0.002112251056125528,-0.08262585382706758,1.2203021201602806
2017-11-01,0.0018393623543838135,0.057606905055144667,0.20419308722696927
2017-12-13,0.004044803982576229,0.1961918692371978,-0.16265817662427196
2018-01-31,0.003566796368352789,0.1282087567355655,0.26067362062200367
2018-03-21,0.004461440407903123,0.002221262368985408,0.042866730808343044
2018-05-02,0.0035667963683527885,0.09686430528343534,-0.12073198949211346
2018-06-13,0.005536332179930796,-0.15928340307941374,0.751594264195036
2018-08-01,0.004189944134078212,0.07149113987145435,-0.045182654403716646
2018-09-26,0.00423728813559322,0.41677493155823375,-0.2345470001099763
2018-11-08,0.005252100840336134,0.0413770425819724,0.1938326688450339
2018-12-19,0.005837912087912088,0.8251030639203198,0.08731950956490125
2019-01-30,0.0041265474552957355,0.01590398980943161,-0.6329078443689973
2019-03-20,0.0030612244897959186,0.2817412965540306,-0.9483924535033404
2019-05-01,0.0034602076124567475,-0.33376405491580646,-0.6124881987391846
2019-06-19,0.004051316677920324,1.0328766446968298,-2.6147216135796243
2019-07-31,0.004256712508185986,1.223716592504504,0.33188143576117596
2019-09-18,0.004304635761589404,0.7581039788547811,0.36766624659313674
2019-10-30,0.004073319755600815,0.034194496544390586,0.4076494177871365
2019-12-11,0.0034794711203897004,0.16820385242405939,-0.056302508984488936
2020-01-29,0.009900990099009901,0.46962979021150575,-0.013505256542008067
2020-03-03,0.0008841732979664018,-3.817061567360727,0.8929200754140679
2020-03-15,0.008291873963515753,-1.6193628254101502,-0.2908062766560159
2020-03-23,0.007532956685499058,0.00026780903461762884,-0.27892638909002804
2020-04-29,0.000349162011173184,-0.7480817065418282,0.4465455178281202
2020-06-10,0.0010452961672473863,0.10319972043684139,-0.03390422680678261
2020-07-29,0.0013726835964310222,0.08241066905131221,-0.11205597203449516
2020-09-16,0.00806451612903226,0.02515070946856666,0.09026153874131893
2020-11-05,0.0021739130434782613,-0.028266524263263686,0.03058421281546904
2020-12-16,0.006097560975609756,-0.004852834723220797,0.17216097467316963
2021-01-27,0.006048387096774193,0.2402917469387056,-0.045170176278456056
2021-03-17,0.006048387096774193,-0.19688566937804744,0.05880194898440979
2021-04-28,0.006048387096774193,-0.05207669721907608,0.10687216710966793
2021-06-16,0.006048387096774193,0.4267473529551024,0.3331741329811375
2021-07-28,0.01111111111111111,-0.022170034196597858,0.15791104843857345
2021-09-22,0.007142857142857143,0.14327819730081898,0.12887294378237502
2021-11-03,0.005698005698005697,-0.048073943265641954,0.21523919692918914
2021-12-15,0.005566470203012444,-0.04450762714475513,0.9625922180326609
2022-01-26,0.002415458937198068,-0.04734435633677507,0.04593820690111179
2022-03-16,0.004415011037527594,-0.6715920987663702,3.389442696749643
2022-05-04,0.00324207492795389,-0.5410110853987461,-0.2720457515255421
2022-06-15,0.002902757619738752,1.0308146075855327,1.295952354023171
2022-07-27,0.0018925056775170325,-0.3930679039132265,0.4342451309906647
2022-09-21,0.0026495079485238456,0.05355884566673658,1.9558143955673328
2022-11-02,0.0032751091703056767,-0.4377391293083225,-0.8706836902783827
2022-12-14,0.0032727272727272726,0.4486612452026513,1.477685864807903
2023-02-01,0.002623688155922039,0.08664964602511324,0.355358592253623
2023-03-22,0.0036656891495601175,0.6195111168502604,-1.2510396041591434
2023-05-03,0.002629601803155522,0.45971949655274924,-0.01907615977416039
2023-06-14,0.0029828486204325133,0.18768759654752046,1.718306435966856
2023-07-26,0.0029985007496251873,0.14960317220391706,0.14649530768859703
2023-09-20,0.002615844544095665,0.3362506819173319,1.0650562066175722
2023-11-01,0.003720238095238095,-0.01945722928287951,-0.07535400002828878
2023-12-13,0.0029498525073746312,-0.024081528264870252,-1.587249731793186
2024-01-31,0.003378378378378378,0.29233323483315626,0.2727684989208424
2024-03-20,0.003393665158371041,0.10599922506805108,-0.41782755194844007
2024-05-01,0.0024964336661911554,0.16773344167145346,-0.01372245049158463
2024-06-12,0.0037341299477221808,0.2934304816203811,0.3660482583636933
2024-07-31,0.003690036900369004,0.2098627517328784,0.2917781451348884
2024-09-18,0.0014792899408284021,-1.8290585985992205,-0.40842372320211756
2024-11-07,0.0018996960486322187,0.23072309935778054,0.20752477268042543
2024-12-18,0.0022338049143708115,0.24273707048894386,1.471857989018777
2025-01-29,0.0030674846625766868,0.28696882376514365,0.3156040020577895
2025-03-19,0.0029347028613352895,0.10530833483258584,-0.6006401347747717
2025-05-07,0.0034065102195306586,0.09556905125571802,-0.3563642247702201
2025-06-18,0.0034775888717156105,0.15797180370371292,-0.506328107411419
2025-07-30,0.002641509433962264,0.14455226108409602,-0.15069797464447965
2025-09-17,-0.0011244377811094448,-0.06728455819838365,-0.7654334510344093
2025-10-29,-0.005494505494505495,0.43271486560300504,-0.15473877568824304
2025-12-10,-0.0007220216606498193,0.0392266707724916,-0.07592987870437294
2026-01-28,0.0019334880123743235,0.16773344167151402,0.10351515917230784
2026-03-18,0.0011476664116296868,0.1352677377271937,-0.13076279829766385
